"Bài đăng trên Facebook, Sarah Palin, ngày 20 tháng 12 năm 2016"
"Politicono.com, ""Pence:"" Michelle Obama là người phụ nữ đầu tiên khiếm nhã nhất mà chúng tôi từng có "", ngày 14 tháng 10 năm 2016"
"Wall Street Journal, ""Michelle Obama Slams Donald Trump cho khoe khoang về"" hành vi ăn thịt tình dục "","" ngày 13 tháng 10 năm 2016"
"CBS Sáng nay, ""Mike Pence:"" Tôi không hiểu ""phê bình của Michelle Obama về Trump,"" ngày 14 tháng 10 năm 2016"
"PolitiFact Florida, ""bài đăng trên Facebook cáo buộc Đại diện của Hoa Kỳ Ted Yoho muốn xóa bỏ các quyền biểu quyết"", ngày 30 tháng 12 năm 2015"
"Organic & Healthy.com, Bill Gates sử dụng 30,000 cô gái Ấn Độ như lợn Guinea để thử nghiệm vắc-xin ung thư, tháng 10 năm 2016"
"Hội đồng nghiên cứu y học Ấn Độ, Báo cáo cuối cùng: Những bất thường bị cáo buộc trong việc tiến hành nghiên cứu sử dụng vắc-xin Virus Papilloma Human (HPV) ""bởi PATH ở Ấn Độ, ngày 15 tháng 2 năm 2011"
"Nhóm Tài nguyên Sama dành cho Phụ nữ và Sức khỏe, Bản ghi nhớ của Bộ trưởng Y tế về Ngày Sức khỏe Thế giới Đối đầu với Chủng ngừa HPV, ngày 7 tháng 4 năm 2010"
"Trung tâm kiểm soát và phòng ngừa dịch bệnh, HPV: Câu hỏi và trả lời, ngày 28 tháng 11 năm 2016"
"Trung tâm quốc gia của Úc về nghiên cứu và giám sát tiêm chủng, Human papillomavirus: Thông tin cho các nhà cung cấp, tháng 4 năm 2016"
"Tổ chức Y tế Thế giới, Tuyên bố về An toàn của vắc-xin HPV, ngày 17 tháng 12 năm 2015"
"Khoa học trực tiếp, các sự kiện bất lợi sau tiêm chủng HPV, Alberta 2006–2014, tháng 4 năm 2016"
"Lancet, hệ thống treo vắc-xin HPV của Ấn Độ, ngày 21 tháng 8 năm 2010"
"Times of India, 'Bốn ca tử vong không phải do thử nghiệm vắc-xin ung thư cổ tử cung không hoàn thiện', ngày 9 tháng 4 năm 2010"
"Thời của Ấn Độ, các cô gái Ấn Độ không guinea lợn cho vắc-xin ung thư cổ tử cung: Azad, ngày 22 tháng 4 năm 2010"
"Khoa học, Nghị viện Ấn Độ đi xuống khó khăn về thử nghiệm ung thư cổ tử cung, ngày 9 tháng 9 năm 2013"
"ThatViralFeed.net, ""Pro-Lifers Tuyên bố 'Xuất tinh là giết người: Mỗi tế bào tinh trùng là một cuộc sống"", ""ngày 16 tháng 5 năm 2016"
"KnowYourMeme.com, ""Trollface / Coolface / Problem ?,"" được truy cập vào ngày 20 tháng 12 năm 2016"
"Chính trị thời gian thực, ""Dân chủ nộp phí TREASON chống lại Trump, McConnell, Giuliani, & Comey,"" ngày 11 tháng 12 năm 2016"
18 Bộ luật Hoa Kỳ § 2381 - Phản quốc
"Sở Tư pháp Văn phòng Trách nhiệm nghề nghiệp, trang web, truy cập ngày 15 tháng 12 năm 2016"
"Snopes.com, ""Đơn khiếu nại về khiếu nại chống khiếu nại Super PAC đã được đệ trình chống lại James Comey qua Điều tra E-Mail"", ngày 28 tháng 10 năm 2016"
"Snopes.com, ""Một lý do phí"", ngày 12 tháng 12 năm 2016"
"PolitiFact, ""Đạo luật Hatch là gì, và nó có liên quan gì với James Comey?"" Ngày 31 tháng 10 năm 2016"
"Cuộc phỏng vấn qua email với Kermit Roosevelt, giáo sư luật tại Đại học Pennsylvania, ngày 15 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email với Brett Kappel, luật sư chuyên về đạo đức của chính phủ tại công ty luật Akerman, ngày 15 tháng 12 năm 2016"
"FreedomDaily.com, ""BREAKING: Obama-Led U.N. Vừa thực hiện chính thức, Hoa Kỳ để ngay lập tức trả tiền cho 'Người sửa chữa' đen,"" ngày 9 tháng 12 năm 2016"
"PolitiFact, ""Những gì Bernie Sanders, Barack Obama và Hillary Clinton đã nói về bồi thường cho chế độ nô lệ"", ngày 26 tháng 1 năm 2016"
"Văn phòng Nhân quyền Cao ủy Liên Hợp Quốc, ""Tuyên bố với giới truyền thông của Nhóm các chuyên gia Liên Hợp Quốc về những người gốc châu Phi, khi kết thúc chuyến thăm chính thức tới Hoa Kỳ, ngày 19-29 tháng 1 năm 2016,"" ngày 29 tháng 1 , 2016"
"Đại hội đồng Liên Hợp Quốc, ""Báo cáo của Nhóm làm việc của các chuyên gia về người gốc châu Phi về sứ mệnh của mình đến Hoa Kỳ,"" ngày 18 tháng 8 năm 2016"
"Washington Post, ""WorldViews Mỹ nợ người da đen sửa chữa cho một lịch sử của"" khủng bố chủng tộc, ""bảng điều khiển U.N.,"" ngày 27 tháng 9 năm 2016"
"ConservativeDailyPost.com, ""BREAKING: Obama-Led U.N. Vừa thực hiện chính thức, Hoa Kỳ để ngay lập tức trả tiền cho 'Người sửa chữa' đen,"" ngày 7 tháng 12 năm 2016"
"UPI, ""Antonio Guterres tuyên thệ nhậm chức tổng thư ký thứ Chín,"" ngày 12 tháng 12 năm 2016"
"Văn phòng Nhân quyền của Cao ủy Liên hợp quốc, Nhóm làm việc của các chuyên gia về người gốc châu Phi, được truy cập vào ngày 14 tháng 12 năm 2016"
"New Century Post, ""Đảng Cộng hòa tìm cách cắt giảm an sinh xã hội nhiều như 50% ngay lập tức"", ngày 9 tháng 12 năm 2016"
"Bản ghi nhớ về điểm nói, ""Tham dự Big Enchilada"", ngày 9 tháng 12 năm 2016"
"Talking Points Memo, ""Key House GOPer giới thiệu hóa đơn với những khoản cắt giảm lớn đối với an sinh xã hội"", ngày 9 tháng 12 năm 2016"
"Sam Johnson, ""Đạo luật cải cách an sinh xã hội năm 2016"" (tóm tắt), tháng 12 năm 2016"
"Hillary For Prison, bài đăng trên Facebook, ngày 12 tháng 12 năm 2016"
"MadWorldNews.com, ""Dems nhà đã chuyển sang thực hiện Luật Sharia đầu tiên trong khi bạn không tìm kiếm"", ngày 30 tháng 12 năm 2015"
"PolitiFact Florida, ""cố vấn an ninh của Trump đã chọn Michael Flynn lặp đi lặp lại tuyên bố sai lầm vô cùng sai lầm về FL Dân chủ, luật Sharia,"" ngày 22 tháng 11 năm 2016"
"President45DonaldTrump.com, ""Đây là TREASON !! Nhà DEMOCRATS STRIKE THỰC HIỆN LUẬT SHARIA !!"", truy cập ngày 13 tháng 12 năm 2016"
"Congress.gov, HR 569, được truy cập vào ngày 13 tháng 12 năm 2016"
"Tribune bảo thủ, ""OUTRAGE: Trước khi rời khỏi, Obama Enacts quy tắc để có $ 3.000 từ MỌI người Mỹ,"" ngày 02 tháng 12 năm 2016"
"Diễn đàn hành động Mỹ, ""Vượt qua $ 1 tỷ"" (bài đăng trên blog), ngày 1 tháng 12 năm 2016"
"Diễn đàn hành động của Mỹ, cơ sở dữ liệu ""Quy định Rodeo"", được truy cập vào ngày 14 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email với Sam Batkins, giám đốc chính sách pháp lý của nhóm, ngày 13 tháng 12 năm 2016"
"MRCTV, 2/3 người ngoài hành tinh được thừa nhận theo chương trình 'Người thiểu số' của Obama là người lớn, ngày 1 tháng 12 năm 2016"
"Unicef, Rủi ro tất cả để thoát khỏi bạo lực băng đảng và nghèo đói, ngày 23 tháng 8 năm 2016"
"Trung tâm nghiên cứu Pew, DHS: Bạo lực, nghèo đói, đang khiến trẻ em phải chạy trốn khỏi Trung Mỹ đến Mỹ, ngày 1 tháng 7 năm 2014"
"Bảo vệ Biên giới và Hải quan Hoa Kỳ, Trẻ em người nước ngoài không có người thân trong Biên giới Tây Nam năm 2014, được xuất bản lần cuối ngày 24 tháng 11 năm 2015"
"Hải quan Hoa Kỳ và Bảo vệ Biên giới, Hoa Kỳ Tuần tra Biên giới Tây Nam Đơn vị Gia đình Chủ đề và Không có người ngoài hành tinh Các trẻ em bị bắt giữ Năm tài chính 2016, được xuất bản lần cuối vào ngày 18 tháng 10 năm 2016"
"Dịch vụ Công dân và Di trú Hoa Kỳ, Đạo luật Bảo vệ Tình trạng Trẻ em (CSPA), được cập nhật lần cuối vào ngày 3 tháng 8 năm 2016"
"Dịch vụ Công dân và Nhập cư Hoa Kỳ, Người tị nạn trong nước / Tạm tha chế biến cho trẻ vị thành niên ở Honduras, El Salvador và Guatemala (Trẻ vị thành niên Trung Mỹ - CAM)"
"Bộ Ngoại giao, Chương trình Trẻ vị thành niên Trung Mỹ (CAM)"
"Mở rộng Chương trình Trẻ vị thành niên Trung Mỹ (CAM), ngày 15 tháng 11 năm 2016"
"Bộ Ngoại giao Hoa Kỳ, Hoa Kỳ mở rộng các sáng kiến ​​để thách thức di chuyển địa chỉ, ngày 26 tháng 7 năm 2016"
"Bộ Ngoại giao, Người tị nạn trong nước / Chương trình Tạm tha dành cho Trẻ vị thành niên ở El Salvador, Guatemala và Honduras Với Cha mẹ Có mặt Hợp pháp tại Hoa Kỳ, ngày 14 tháng 11 năm 2014"
"The New York Times, Q. và A. Children at the Border, cập nhật ngày 21 tháng 10 năm 2014"
"Nhà Trắng, TỜ THÔNG TIN: Trẻ em không đi cùng từ Trung Mỹ, ngày 20 tháng 6 năm 2014"
"Dịch vụ nhập cư và tị nạn Lutheran, Câu hỏi thường gặp Trung tâm trẻ vị thành niên người Mỹ (CAM): Người tị nạn trong nước / Tạm tha chế biến cho trẻ vị thành niên ở El Salvador, Guatemala và Honduras"
"Los Angeles Times, Thất vọng bởi chương trình mới của Hoa Kỳ để đưa người di cư, cha mẹ Trung Mỹ chuyển sang những kẻ buôn lậu, ngày 21 tháng 4 năm 2016"
"Thời báo New York, làn sóng trẻ vị thành niên trên Rush của riêng họ để vượt qua biên giới Tây Nam, ngày 4 tháng 6 năm 2014"
"Hội nghị quốc gia về lập pháp tiểu bang, tuổi đại đa số, cập nhật lần cuối tháng 3 năm 2015"
"Cuộc phỏng vấn qua email, phát ngôn viên của Bộ Ngoại giao, ngày 6 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email, người phát ngôn của USCIS, ngày 6 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email, Peter Margulies, người dạy luật nhập cư và luật an ninh quốc gia tại Trường Luật Roger Williams, ngày 6 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email, Michael Kagan, giáo sư luật và giám đốc phòng khám nhập cư tại Đại học Nevada, Las Vegas, ngày 6 tháng 12 năm 2016"
"Cuộc phỏng vấn qua điện thoại, Myriam Witcher, ngày 30 tháng 11 năm 2016"
"Kênh YouTube, Myriam Witcher"
"CBSN, người ủng hộ Latina: ""Trump, chúng tôi yêu bạn!"", Ngày 8 tháng 10 năm 2015"
"CNN, người hâm mộ gốc Tây Ban Nha Trump: Donald là một thiên thần được gửi từ thiên đường, ngày 9 tháng 10 năm 2015"
"CNN, kế hoạch nhập cư của Trump: Trục xuất không có giấy tờ, 'tình trạng pháp lý' cho một số người, ngày 30 tháng 7 năm 2015"
"Hôm nay Los Angeles, bạn đã trục xuất người phụ nữ Colombia, người đã nói rằng cô ấy đã yêu Donald J. Trump ?, ngày 15 tháng 10 năm 2015"
"Tin tức Panamerican, trục xuất một người Colombia tuyên bố tình yêu của mình dành cho Trump, ngày 9 tháng 10 năm 2015"
"Coyotitos.com, Người gốc Tây Ban Nha ủng hộ Donald Trump đã bị Bộ Di Trú trục xuất"
"El Tiempo, Ý kiến ​​chia cho đề xuất nhập cư của Donald Trump, tháng 9. 9, 2016"
"Las Vegas Sun, Trump gặp khó khăn trong các cử tri Latino ở Nevada, ngày 9 tháng 10 năm 2015"
"Spiegel Online, Vũ trụ thô lỗ của một người hâm mộ Trump, Crazy for Donald, ngày 1 tháng 11 năm 2016"
"Thi hành luật hải quan và xuất nhập cảnh Hoa Kỳ, hệ thống định vị tù nhân trực tuyến"
"Trao đổi trên Twitter, Anthony Avellaneda, nhà báo cho tờ báo El Tiempo, ngày 1 tháng 12 năm 2016"
"Amazon, Donald Trump Mỹ đầu tiên và tuyệt vời một lần nữa Paperback - ngày 20 tháng 5 năm 2016"
"Cuộc phỏng vấn qua email, Gail J. Anderson, một thư ký thứ trưởng trong văn phòng Bộ trưởng Ngoại giao Nevada, ngày 2 tháng 12 năm 2016"
Bài viết của Townhall.com
Email ngày 1 tháng 12 từ Kerwin Swint
Dự luật Thượng viện 1911 năm 2005
Bài viết về Hot Air và Hillary Clinton
Bài viết của Newsweek về Trump và cờ tweet
Bài báo Patheos về luật Clinton và 2005
Snopes.com bài viết về đốt cờ
Blog của Trung tâm Hiến pháp
"TheRightists.com, ""Lady Gaga tiết lộ kế hoạch để che mặt của cô ấy một lần nữa 'Cho đến khi Trump được kích hoạt từ văn phòng và tôi cảm thấy tự do một lần nữa',"" ngày 25 tháng 11 năm 2016"
"CBS Sunday Morning, ""Lady Gaga mở màn về việc chia tay Taylor Kinney trên CBS Sunday Morning,"" ngày 27 tháng 11 năm 2016"
"CBS Sunday Morning, ""Lady Gaga: Tôi nhớ kết nối với mọi người,"" ngày 23 tháng 11 năm 2016"
"The Verge, ""Cơn sợ hãi về CNN khiêu dâm là cách tin tức giả lan truyền"", ngày 25 tháng 11 năm 2016"
"The Independent, ""CNN từ chối phát sóng 30 phút của phim khiêu dâm hardcore"", ngày 25 tháng 11 năm 2016"
"Twitter.com, @RCNconnects tweets, ngày 25 tháng 11 năm 2016"
"Twitter.com, @DRUDGE_REPORT tweet, ngày 25 tháng 11 năm 2015"
"Đa dạng, ""CNN, Báo cáo từ chối RCN về Phát sóng Khiêu dâm trên Kênh ở Boston,"" ngày 25 tháng 11 năm 2016"
"BuzzFeed News. ""Hộp cáp của người phụ nữ này thể hiện khiêu dâm trên CNN - Sau đó, nó trở thành toàn bộ điều này,"" ngày 25 tháng 11 năm 2016"
"Mediaite, ""Phương tiện truyền thông có rơi vào một câu chuyện giả về CNN Airing 30 phút của Hardcore Porn tối qua không ?,"" ngày 25 tháng 11 năm 2016"
"Phỏng vấn Barbara Levin, phát ngôn viên CNN, ngày 28 tháng 11 năm 2016"
"Cuộc phỏng vấn với Amy Murphy, phát ngôn viên của RCN, ngày 28 tháng 11 năm 2016"
"The Washington Post, ""Lập kế hoạch viết trong Paul Ryan hay Bernie Sanders? Nó sẽ không tính ở hầu hết các bang."" Ngày 3 tháng 11 năm 2016"
"TheStar, ""phiếu bầu chưa được trả của California đã vượt tổng số phiếu bầu của 34 tiểu bang,"" ngày 21 tháng 11."
"Coed, ""The Legend Of Harambe tiếp tục như Gorilla chết nhận được hơn 15.000 phiếu bầu cho tổng thống,"" ngày 09 tháng 11"
"Daily Snark, ""Harambe, một Gorilla chết, đã nhận hơn 15.000 phiếu bầu cho tổng thống Hoa Kỳ,"" ngày 9 tháng 11"
"Vox, ""Bản ghi nhớ của Harambe vẫn còn mạnh mẽ. Và nó còn nhiều hơn một con khỉ đột chết."" 13 tháng 9"
"Cuộc phỏng vấn qua email với Rick Hasen, Giáo sư khoa học chính trị của Trường Luật UC-Irvine, ngày 17 tháng 11"
"Cuộc phỏng vấn qua email với Adam Cox, giáo sư luật tại Đại học New York, ngày 17 tháng 11"
"Phỏng vấn, Gregg Phillips, ngày 17 tháng 11"
"Tin tức 21, ""Cơ sở dữ liệu toàn diện về gian lận cử tri của Hoa Kỳ tiết lộ không có bằng chứng cho thấy ID ảnh là cần thiết"", ngày 12 tháng 8 năm 2012"
"Trung tâm tư pháp Brennan, ""Sự thật về gian lận cử tri,"" 2007"
"InfoWars, ""BÁO CÁO: BA THAY ĐỔI BẦU CỬ TRONG BẦU CỬ BẦU CỬ CHỦ TỊCH B BYNG CÁ NHÂN ALIENS"", ngày 14 tháng 11 năm 2016"
"Milo, ""BÁO CÁO: NGAY LẬP TỨC NGAY LẬP TỨC NHIỀU HƠN 3 TRIỆU CHỨNG TRONG CUỘC BẦU CỬ CHỦ TỊCH,"" ngày 14 tháng 11 năm 2016"
"TheNewAmerican, ""Nhóm giám sát gian lận bầu cử cho biết ba triệu người không phải công dân được bầu trong cuộc bầu cử tổng thống,"" ngày 14 tháng 11 năm 2016"
"Tự do hàng ngày, ""3 triệu người nhập cư bất hợp pháp đang bị điều tra để bỏ phiếu sau khi Obama nói với họ rằng nó đã được an toàn để làm như vậy ..."" không có ngày"
"Gregg Phillips, Twitter"
"The Washington Post, ""Cuộc thanh trừng cử tri Florida đã giải thích"", ngày 18 tháng 6 năm 2012"
"Tampa Bay Times, ""Thống đốc bang Florida Rick Scott's 2012 đã bỏ phiếu vi phạm luật liên bang, các quy tắc của tòa án,"" ngày 1 tháng 4 năm 2014"
"PolitiFact, ""Donald Trump nói sai 14 phần trăm những người không phải là công dân nước ngoài được đăng ký bỏ phiếu,"" ngày 24 tháng 10"
"PolitiFact, ""Đại diện Hoa Kỳ Hastings nói rằng cuộc thanh trừng cử tri không phải cư dân của Florida là một"" thuế thăm dò ý kiến ​​backdoor ""."
"The Washington Post, ""Người ngoài công dân có thể quyết định cuộc bầu cử tháng 11 không?"" Ngày 24 tháng 10 năm 2014"
"abcnews.com.co, """" Donald Trump Protester nói: ""Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump."" ""Ngày 11 tháng 11 năm 2016"
"Snopes.com, ""Hướng dẫn thực địa của Snopes"" đến các trang web tin tức giả và các nhà cung cấp dịch vụ hoax, ""ngày 2 tháng 11 năm 2016"
"Washington Post, ""Nhà văn giả mạo trên Facebook:"" Tôi nghĩ Donald Trump đang ở trong Nhà Trắng vì tôi, ""ngày 17 tháng 11 năm 2016"
"Washington Post, ""Tại sao Donald Trump và những người ủng hộ ông muốn bạn nghĩ rằng các cuộc biểu tình chống lại ông ta được sản xuất,"" ngày 14 tháng 11 năm 2016"
"Washington Post, ""Sen. Sasse, sau đây là một số câu trả lời cho câu hỏi của bạn về 'cuộc nổi dậy có trả tiền',"" ngày 17 tháng 11 năm 2016"
"Bản tin CBS, bảng điểm phỏng vấn 60 phút với Donald Trump, ngày 13 tháng 11 năm 2016"
"Cuộc phỏng vấn qua email với Caitlin Dewey, phóng viên tờ Washington Post, ngày 17 tháng 11 năm 2016"
"70news, ""CUỘC BẦU CỬ CUỐI CÙNG 2016 SỐ: TRUMP TẤT CẢ PHỔ BIẾN (62,9 M -62,2 M) VÀ CÁC THỎA THUẬN THẦU BẦU CỬ (306-232) ... HEY CHANGE.ORG, XỬ LÝ VẬT LIỆU LỚN CỦA BẠN NGAY BÂY GIỜ!"" Ngày 12-13 tháng 11 năm 2016"
"David Wasserman, ""Tracker bình chọn quốc gia năm 2016"", được truy cập vào ngày 14 tháng 11 năm 2016"
"CNN, trang kết quả bầu cử tổng thống năm 2016 chính, được truy cập ngày 14 tháng 11 năm 2016"
"Associated Press, kết quả bầu cử (thông qua PBS NewsHour), truy cập ngày 14 tháng 11 năm 2016"
"Business Insider, ""Google đang xem xét kết quả tìm kiếm tin tức hàng đầu không chính xác được hiển thị dưới dạng cuộc kiểm phiếu bình chọn cuối cùng,"" ngày 14 tháng 11 năm 2016"
"Washington Post, ""Liên kết tin tức hàng đầu của Google cho"" kết quả bầu cử cuối cùng ""chuyển đến một trang web tin tức giả mạo có số giả,"" ngày 14 tháng 11 năm 2016"
"Bài viết hàng ngày bảo thủ, ""Breaking: FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton,"" ngày 1 tháng 11 năm 2016"
"New York Post, ""Các email mới của Clinton được tìm thấy trong cuộc thăm dò tiếp theo của Anthony Weiner"", ngày 28 tháng 10 năm 2016"
"Email, Andrew Ames, người phát ngôn, Cục điều tra liên bang, ngày 3 tháng 11 năm 2016"
"The Beast hàng ngày, ""Tỷ phú Pedophile Ai có thể mang xuống Donald Trump và Hillary Clinton,"" ngày 30 tháng 6 năm 2016"
"Sun Sentinel, ""Mayo: Một số tội phạm tình dục có được cuộc sống, Epstein được Paris,"" ngày 4 tháng 2 năm 2015"
"Gawker, ""Đây là tỷ phú Pedophile Jeffrey Epstein's Little Black Book,"" ngày 23 tháng 1 năm 2015"
"FoxNews, ""Bản ghi chuyến bay cho thấy Bill Clinton đã bay trên máy bay phản lực của người phạm tội tình dục nhiều hơn trước đây được biết đến,"" ngày 13 tháng 5 năm 2016"
"Bản tin thời báo Christian Times, ""Hàng chục nghìn phiếu bầu gian lận của Clinton được tìm thấy tại nhà kho Ohio,"" ngày 30 tháng 9 năm 2016"
"Charisma News, ""Hillary có bị bắt gian lận không?"" Ngày 27 tháng 9 năm 2016"
"World Net Daily, ""Hillary có dây cho Trump tranh luận?"" Ngày 27 tháng 9 năm 2016"
"Express, ""Hillary Clinton có đeo tai nghe để tán gẫu cuộc tranh luận của Mỹ không? Lý thuyết âm mưu quét web,"" ngày 28 tháng 9 năm 2016"
"Snopes.com, ""Lời khuyên âm thanh"", ngày 27 tháng 9 năm 2016"
"Snopes.com, ""Fear Piece,"" ngày 8 tháng 9 năm 2016"
"Phỏng vấn Richard Quindry, chuyên gia về nhiếp ảnh và nhiếp ảnh khu vực Philadelphia, ngày 28 tháng 9 năm 2016"
"Người gọi hàng ngày, Chương trình AIDS của Quỹ AIDS được phân phối cho các nước thế giới thứ ba, ngày 19 tháng 9 năm 2016"
"Văn phòng đại diện Marsha Blackburn, Quỹ Clinton và Câu chuyện thành công của Ấn Độ, ngày 20 tháng 9 năm 2016"
"Bộ Tư pháp Hoa Kỳ, Nhà sản xuất thuốc Generic Gillaxy Plilty Guilty và Agrees phải trả $ 500 triệu để giải quyết các cáo buộc sai tuyên bố, vi phạm cGMP và tuyên bố sai cho FDA, ngày 13 tháng 5 năm 2013"
"Cục Quản lý Thực phẩm và Dược phẩm, FDA phát hành Thư cảnh báo cho Phòng thí nghiệm Ranbaxy, và Thông báo Nhập khẩu Thuốc từ hai cây Ranbaxy ở Ấn Độ, ngày 16 tháng 9 năm 2008"
"Clinton Foundation, Ranbaxy bản ghi nhớ, ngày 28 tháng 9 năm 2008"
"Tài sản, thuốc bẩn, ngày 15 tháng 5 năm 2013"
"Nhà khoa học châu Á, Ranbaxy bị phạt tiền: Nhiều hơn là đáp ứng mắt, ngày 24 tháng 6 năm 2013"
"Fierce Pharma, Vương quốc Anh đảm bảo kiểm tra bệnh nhân tìm thấy thuốc Ranbaxy an toàn, ngày 28 tháng 6 năm 2013"
"Cơ quan quản lý dược phẩm và dược phẩm của Vương quốc Anh, báo cáo của MHRA về Ranbaxy, ngày 14 tháng 6 năm 2013"
"Business Day Live, các loại thuốc generic của Ấn Độ 'an toàn và hiệu quả', cho biết hội đồng thuốc, ngày 5 tháng 6 năm 2013"
"UNITAID, CHAI, UNITAID và DFID tuyên bố giảm giá thuốc điều trị HIV / AIDS ở các nước đang phát triển, ngày 17 tháng 5 năm 2011"
"Cục Quản lý Thực phẩm và Dược phẩm Hoa Kỳ, Thư gửi Ranbaxy, ngày 25 tháng 2 năm 2009"
"Cảnh báo PEPFAR, HHS / FDA: Phòng thí nghiệm Ranbaxy, tháng 9 22, 2008"
"Các bác sĩ không biên giới, trả lời các báo cáo về thực hành gian lận của Ranbaxy, 2013"
"Tổ chức Y tế Thế giới, Sự tham gia của Ranbaxy Laboratories Limited trong WHO sơ tuyển thuốc, tháng 5 năm 2013"
"Tổ chức Y tế Thế giới, WHO phản ứng với các hành động pháp lý của FDA Hoa Kỳ liên quan đến trang web Toansa của Ranbaxy Laboratories Ltd, ngày 24 tháng 1 năm 2014"
"Tổ chức Y tế Thế giới, Khảo sát chất lượng thuốc kháng vi-rút đang lưu hành ở một số nước Châu Phi, tháng 9 năm 2007"
"Tổ chức Y tế Thế giới, Báo cáo tiến độ sơ tuyển, 2013"
"WHO, Tổng quan về WHOPARs của các sản phẩm thuốc được sơ tuyển, được truy cập vào ngày 20 tháng 9 năm 2016"
"Cơ quan quản lý dược phẩm và thực phẩm Hoa Kỳ, tổ chức y tế thế giới sơ tuyển thuốc kháng virus của Ranbaxy, ngày 23 tháng 8 năm 2005"
"Tổ chức Y tế Thế giới, Ranbaxy rút tất cả các loại thuốc kháng virus của mình khỏi sơ tuyển của WHO, ngày 9 tháng 11 năm 2004"
"Tạp chí Dược lâm sàng, Thuốc tiêu chuẩn: một cuộc khủng hoảng tiềm năng đối với sức khỏe cộng đồng, tháng 8 năm 2014"
"Liên đoàn dược phẩm quốc tế, FIP / AAPS Hội thảo chung Báo cáo: Giải thể / Trong thử nghiệm phát hành Vitro của Novel / Các dạng bào chế đặc biệt, tháng 4 năm 2011"
"Tòa án tối cao Ấn Độ, thỉnh nguyện kiến ​​nghị, 2016"
"Cuộc phỏng vấn qua email, Regan Lachapelle, phát ngôn viên, Sáng kiến ​​tiếp cận sức khỏe của Clinton, ngày 21 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Lyndsay Meyer, Cán bộ báo chí, Cục quản lý thực phẩm và dược phẩm Hoa Kỳ, ngày 21 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Joey Gouws, Nhà đăng ký thuốc, Chính phủ Nam Phi, ngày 22 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Ellen 't Hoen, chuyên gia tư vấn, Luật và chính sách về thuốc, Đại học Groningen, Hà Lan, ngày 22 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, David Haroz, người phát ngôn, Chương trình Khẩn cấp của Tổng thống về Cứu trợ AIDS, ngày 20 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Srividhya Ragavan, giáo sư luật, Trường Luật Texas A & M, ngày 20 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Renbit Lago, Tổng thư ký, Hội đồng các tổ chức quốc tế về khoa học y tế, ngày 22 tháng 9 năm 2016"
"Cuộc phỏng vấn qua email, Rohit Malpani, giám đốc chính sách & phân tích, Médecins Sans Frontières - Chiến dịch truy cập, ngày 23 tháng 9 năm 2016"
"Phỏng vấn, Richard Pollock, phóng viên, Daily Caller, ngày 20 tháng 9 năm 2016"
"Trao đổi qua email, Stefanie Wheeler, giám đốc truyền thông, Đại diện Marsha Blackburn, ngày 21 tháng 9 năm 2016"
"Twitter, @Ten_GOP"
"Express, ""PICTURED: y tá bí mật của Hillary Clinton kiểm tra nhịp tim"" khi Clinton nắm chặt trái tim cô, ""ngày 13 tháng 9 năm 2016"
"Washington Post, ""Cơ thể tăng gấp đôi, các bác sĩ bí mật: các lý thuyết âm mưu của Clinton nở hoa sau khi chẩn đoán viêm phổi,"" ngày 13 tháng 9 năm 2016"
"New York Post, ""y tá"" của Hillary thực sự là một người phụ nữ lớn tuổi và một cựu trợ lý "", ngày 13 tháng 9 năm 2016"
"SeanHannity.com, ""HÌNH ẢNH: Người phụ nữ này là ai? Quấy rối bí ẩn"" Y tá bí mật 'Nhìn thấy Hillary tại Đài tưởng niệm, ""ngày 13 tháng 9 năm 2016"
"Wikileaks.com, Christine Falvo gửi email tới Hillary Clinton"
"Linkedin, Christine Falvo"
"Cuộc phỏng vấn qua email với người phát ngôn chiến dịch Clinton, Josh Schwerin, ngày 13 tháng 9 năm 2016"
"PolitiFact.com, ""Những gì chúng ta biết về sức khỏe của Donald Trump và Hillary Clinton,"" ngày 16 tháng 8 năm 2016"
"Phỏng vấn và gửi email, Tiến sĩ Jane Orient, giám đốc điều hành, Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ, ngày 9 tháng 9 năm 2016"
"Phỏng vấn, Jeremy Snavely, quản trị viên web và quản lý kinh doanh, Hiệp hội Bác sĩ và Bác sĩ phẫu thuật Hoa Kỳ, ngày 9 tháng 9 năm 2016"
